reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
4820d11e-419b-4b0f-88ce-9e425abb6ba7,B L,"Three days is not enough time to rate a product. So many times I've received something just to get around to checking the package on the weekend only to find a problem, and if the package arrived on Monday I'm now without the chance to review. Worse, Mercari will automatically review 5 stars on your behalf without checking with you. Other bad things are the fact it defaults to adding sold items in searches, hidden fees, and the fact mercari is SO strict in what you are allowed to message.",2,1,8.9.0,2024-11-05 19:26:27
33311d23-e148-4f93-bf06-169b2157068c,Dorian Fortner,Yeah. Mercari lost me when they added them fees. They done lost their ever loving minds. No way we should be paying 10-50 extra for a 20 dollar item. I hope they get rid of the fees or the app just goes bankrupt,1,1,8.20.0,2024-11-05 18:09:27
29446460-121e-418f-9845-1fc7153ab790,Steven Bucks,"I don't think it's fair that they put fees as high as they do.Based on the prices, someone's trying to get for their product.Besides that the app is fine",3,0,8.24.1,2024-11-05 17:27:33
8bafe1ef-f2f8-4a71-96ec-1a94e258c706,weesnaw,"Used to be normal. Now it just adds 100 dollars onto expensive things and says it's ""fees"" with no explanation.",2,1,8.24.1,2024-11-05 16:19:47
f486ffa8-aaa3-462c-b960-81160a2757ca,Samuel Abernathy,The customer service sucks. I've waited for 2 days and heard nothing,1,1,,2024-11-05 16:12:13
aea12322-ca0f-46a1-b8a0-6773a90eebbd,C NR,I've been using this app forever and lately I've been having a lot of trouble,5,0,8.24.1,2024-11-05 15:55:23
de8830a5-2dbf-48da-813d-e68348a6765e,Kimberly Thibodeaux,This App was great until it's time for help. I Been have problems downloading their tracking label. I been asking for help with this situation for days so they given me an email that clearly doesn't work. I Have to cancel sale because of this. Bad enough it's hard to sale because of fees. You think they would help as soon as possible.,3,0,8.24.1,2024-11-05 11:49:38
f97a565c-73bc-4177-9733-b7055bea5aa9,JAY,"Was good but my account has been closed and from what I checked I haven't done anything against tos, my account was closed right after I made purchases, I tried contacting mercari and they never got back to me, so I don't know if my items will come to me if I purchased me, if not I want a full refund on everything I have purchased.",1,2,8.24.1,2024-11-05 07:28:11
1421903f-f355-416c-9f52-10f2e6f2affa,Cynthia Lohnes,Please bring back the ability to sort by color. Also the filters for things like price limits and size are cutting out items that should still show within the set limits. Items have been repeating multiple times in the search too. Eliminating seller fees and dumping them in buyers also sucks. An item listed for $1 should NOT come to $15 at checkout.,2,6,8.24.1,2024-11-05 05:33:33
c1f50a88-c3c8-43c1-92ef-54cc3de6dd63,Nicholas Foshee,Great store.,5,0,8.24.1,2024-11-05 03:46:46
4df10264-9121-4a75-b9b8-3b9740e9efdd,Elin Hayes,"Not user friendly when there's an issue. Nearly impossible to return items received broken. They take your money and if a seller decides not to send the item or even communicate with you, mercari only gives you some of your money back.",1,2,8.24.1,2024-11-05 01:13:47
0355d915-3de4-424b-874d-6fbb3280a4f8,Zeta Knight,"The only thing I dont like about this app is the proccessing and payment fees they add on. Its makes you pay more for an item you want, making the deal youre getting worthless",3,1,8.10.0,2024-11-05 01:09:21
c716064f-75f8-424c-8a67-9c6a52a90ef7,Morgan H,"I used to LOVE mercari as both a buyer and a seller. I advocated for it and told a lot of people about the app. I felt motivated to post items because it felt fun and modern compared to other sites. However, I am insanely disappointed in their new fee system. I would have preferred to keep the old way where the sellers kept the fees. Even from a seller point of view, it feels more fair. As a buyer, the shipping + the extra transaction fees. The cost can be an extra $20! It's not worth it.",1,29,8.24.1,2024-11-05 01:02:22
1fac316f-1f37-4bba-8d57-860130cbd0a0,Rachel Richardson,Still not getting notifications on devices or email. Ugh,2,1,8.24.1,2024-11-05 00:47:01
90c71f47-7c78-4b81-83f6-dcd417f56a36,Ray Sallee,"Absolutely crazy shipped a five book box to buyer in the same box I received them, the buy clams the only received two of the five books . You can tell by the weight at the drop off all five books were in there. So mecari oked the buy to return just two books and leave my out 3 book and 225 for the selling price.",1,2,8.24.1,2024-11-05 00:34:26
3ecb6de7-62f2-48bd-888e-330f379e0a42,OnLowSleep,great app easy to use has plenty of options,5,0,8.24.1,2024-11-05 00:29:34
56662e1b-60d3-45df-bb16-49d0381608ba,ginger allman,I love Mercari. It's just fun to find unique items and to interact with the sellers. Just be sure to research items before you buy. Not everything is legit or a good deal.,5,0,8.24.1,2024-11-05 00:25:53
eb505d97-8068-4f9a-9d53-3734e1d333dd,Juicycat Solo,They are the best for quality products,5,0,8.23.0,2024-11-04 22:41:07
c3f87c6c-52f7-4dff-9373-a0c8cbf4b764,Vickie McDougall,excellent experience,5,0,8.24.1,2024-11-04 22:08:37
27d7adf5-fe08-4cca-bc48-1adb716162e4,Sew Geek Girl,excellent site to sell on. will be selling more items here in the near future.,5,0,8.24.1,2024-11-04 22:07:52
a4b40945-59d8-4cf8-be00-eacf17dffd20,Carissa Mudge,too many added fees,3,2,8.24.1,2024-11-04 21:04:38
78ecfaa5-d0a6-49b9-a665-50bcc1685714,Saray Annie,good one,5,0,8.23.0,2024-11-04 19:56:05
964124e3-314d-4d0a-b2be-7c67f568f346,Karah,"This app would have recieved a 10 star rating from me in the past, but now that they've taken away ""seller fees"" they've ranked the shipping up, and keep changing it and it makes it almost impossible to sale your item at a decent price and be good to the customer as well. ALSO-They added a Japan Marketplace as well which maybe is great, but I've lost a huge amount in sales and im not being seen near as much. Horrible idea!!! I hate to say it but Mercari is right there with Ebay. Useless.",2,1,,2024-11-04 19:46:21
89c2a87c-b5f1-42f4-91b6-d215ecf35aa0,Araceli Lerma,Not a fan how how hight the service charges are.. Rather us posh,3,0,8.24.1,2024-11-04 19:33:00
f11220a6-e3be-4685-8d13-988b484c9e45,Foam SwordsMan,Kicked off the platform for selling foam theatrical props that they have mistaken as weapons. Twice. Site is run by a bunch of power Mad idiots. You have my permission to post all of my violations because I will cross-link them with the item that was the supposed violation and they're all foam rubber toys you morons. That or for killing your illegal return for any reason policy. Remember that? Either way you all suck. Also your fee system on both sides should be illegal 🤣,1,2,7.75.1,2024-11-04 18:20:10
883787cf-8932-4c7e-abcd-94cac2893c76,April Whaley Reed,"This app has gotten bad. High fees, no customer service, and most sellers never mail the items or respond to messages. I received a coffee mug in pieces. I canceled an item, and the seller refused and mailed it anyway. I am going to delete this app.",1,2,8.24.1,2024-11-04 18:00:06
9903373e-0efe-4c14-a773-4ebc50a70b2f,Kingof “kingof9x” 9x,The website is so disfunctional they make you install their app to do anytyiu should be able to do on the web site. I dont eant your app to check order dtatus or mesage someone.,1,2,8.24.1,2024-11-04 14:12:53
ac234f83-263c-42cf-8106-6391eef4231c,James Ray,"Terrible with help if you have any issue. I've sold things but don't expect any resolve if you need there help ! I've been waiting 3 days for a response to something. Nothing but worthless automated ""help"". I can't ship an item out that sold because I accidentally pushed the shipped button before printing out the shipping label. There is nobody to help with anything",1,6,8.24.1,2024-11-04 02:50:18
b4eb67a5-ce74-46f3-8aeb-550256bc878a,Al g,good app. needs some improvement but overall is just fine,4,0,8.24.1,2024-11-04 02:01:14
1d0935c7-d020-493a-92cd-70ff9bd7e8b1,Lindsey Moore,"conveniently my package got lost.... expensive sell, too",1,2,8.24.1,2024-11-03 21:15:33
e647aa6c-102e-47d5-addf-77efd1d9f77e,Laura Barkus,"The app is great, the community is wonderful. Then why am I leaving 2 stars? They charge the buyer a fee, sometimes more than the shipping amount to buy an item. So not only am I paying the asking price, plus shipping, plus tax, Mercari charges you a fee too! I'm out...I don't shop here anymore.",2,3,8.24.1,2024-11-03 20:40:53
f183c797-a6f8-4d0e-9bbd-309c95ef8f6c,Jonathan Smith,Too many fees.,1,2,8.24.1,2024-11-03 20:33:20
f9a80c6f-61df-4eda-8ac1-edfc81831781,Chloe Trelfa,"Fees are WAAY too high, used to love shopping here, but the fees are getting out of hand, everything is way more expensive than it needs to be now. On top of that the checkout doesn't even work for me most times, I had my paypal on another account got rid of it and it still tells me I have it linked to that account although I don't.",2,3,8.24.1,2024-11-03 19:46:11
948978cb-4e5a-4cc4-b759-24751deb41a1,The Lowrys,"I have given this app so many chances! I am at this point going on the 4th day and no one has responded to my message. I keep writing every day and nothing! I have removed over $4k in listings and when my last buyer rates their item and I deleting this app and sticking to eBay, Poshmark and Depop. The fees for buyers is ridiculous, so they low ball the sellers and make them feel bad for what they have to pay. Then when you don't come down you don't make the sale. This app is a joke, Dont bother!",1,2,,2024-11-03 16:26:20
2681f1b4-db38-48cf-a929-827bff314c4e,Wes Diener,fees and shipping are too high. not enough value in buyer protection. no option to pickup so only smaller items can be listed.,3,0,8.24.1,2024-11-03 15:49:46
430cba4a-4bb8-451f-bf3b-3448390dd7d0,DJ Miniard,"I had an issue with an item, and they was quick to fix it.",5,0,8.23.0,2024-11-03 14:13:22
5714dc66-54de-4bb0-857d-d3f79413f856,Eden Halvorson,Closed my account the day after I made it and won't tell me why. I never even bought or listed anything.,1,1,,2024-11-03 11:43:55
eb1843e2-e5a7-4239-ad3a-ac1dd0b833e3,William Friddle,"Very high fees render this platform uncompetitive as of 2024. Trade elsewhere. Support, which was thankfully not required often, was also very limited. Gaslit about a misdelivery that I had once. But I was most unimpressed when I attempted to help them fix a bug with full screen shots and steps demonstrating the app issue. They just wanted to suggest that I contact the seller of the items I happened to use for the repro. No comprehension of issues, just copy paste faq stuff provided via dm.",2,0,8.2.0,2024-11-03 08:35:21
20354432-e228-478c-a45d-e00477152d71,Citric 19,"Use E Bay (FEE, FEE, FEE's) Anything you want to buy. Not only are you gonna have to pay good amount in shipping? But you're gonna get nailed with which is basically California tax on top of whatever the tax rate is for the item. It's like 5% Purchasing processing fee. Nowhere around it so you're not gonna save any money. Just go to eBay or Amazon.",1,2,8.24.1,2024-11-03 05:41:31
7db39ba0-37f2-492b-b72c-8a51c9b3abd4,Niccole W,"I went on hiatus&won't be back. I have a perfect record from 2017 to now.1600+all 5⭐ ratings+glowing reviews.The problem?Micromanaging& nitpicking.If someone mentions soc med 2 U in chat,support checks U, not sender! IE, written warning,suspension.The rule is stupid & EXHAUSTING,I can't control ppl! Many give soc deets in bio/listing[BIG NONO]& support do nada!Sick of the bias.Go harass someone else.The favortism is vomitous+buyers r charged up to 60% fees per transaction!WHY the cash grab MERC?",3,3,8.24.1,2024-11-03 05:09:03
65d7af18-b859-4b4c-9242-ad1b75d76777,Seth Wilson,Wish we could remove our number from data base,5,1,,2024-11-03 05:00:16
a8ecbbd7-7443-46fb-a5e3-88987a5536bd,Wesley Ball,I do not like how you have changed the for you home section!,2,0,8.24.1,2024-11-03 04:51:52
97d66ca8-545b-480c-8fc5-77ff39d0bc2b,Emmanuel A,Fast and easy to sell and buy your Cool stuff :),5,0,8.23.0,2024-11-03 03:05:13
22de456b-2cca-4d3f-9a84-d4aaea710a9b,Lynsey Geiger,"Customer support is horrible. They did not listen to a problem with my order and would not offer a solution. Just automatic denial after giving them the information that they asked. I now know why it is less expensive than other apps. They have lost a customer, This was on my first purchase as well. No quality control. I guess.",1,1,8.24.1,2024-11-03 02:54:04
6bafd6f0-6ec7-4741-a38b-7ddc00a4085b,Debora Durall,perfect in every category!,5,0,8.24.1,2024-11-03 01:57:49
ec7696df-342b-4ea9-a775-bdea8cb6996d,Krista,"Updating your address does not automatically remove your old address as a default address. Mercari customer service is slow to respond, will not help resolve issues with shipping to an old address, and will essentially send the same repetitive messages over and over vs attempting to resolve the issue. I'm not sure if it was lack of understanding or deflecting responsibility, but after incurring additional costs on top of a 2 week wait for my package...Mercari simply isn't worth the hassle.",1,1,8.21.0,2024-11-02 22:58:00
a4934561-2f5d-4ac3-8442-7719b9a3656e,Jose Gonzalez temerarios,buen servicio,5,0,8.21.0,2024-11-02 20:00:02
4e5d6d38-120c-4d07-885b-9d72a1cc0ddb,Greg Blaha,First purchase have been wonderful!,5,0,8.23.0,2024-11-02 19:03:54
b5b9789d-93dd-46f6-a305-7cf5885eab52,Madison Selleck,"Was loving it, until the took out the color filter. 😠",2,0,8.24.1,2024-11-02 18:57:39
0a1531cc-28ad-4877-9fec-ce648ead8197,Rich,Great experience dealing with Daisy,5,0,8.23.0,2024-11-02 18:12:21
c1f64f54-00b6-4214-828a-6c4f8387e8b8,Charlie Jensen,"they have pretty good sellers. but when you have issues, it's not easy to resolve. no live service. plus shipping and fees negate the sellers great prices. plus many clothing items i have purchased have a damp moldy asian stored kind of smell. no telling until washed if wearable, by then possible not returnable. too late.",2,1,8.24.1,2024-11-02 15:09:17
d4fb1cad-72d7-4b18-a92b-49c0eb8e02df,Chris Robinson,"so far, great experiences, but always shop with care whether here or elsewhere.",5,0,8.24.1,2024-11-02 14:57:51
4b12be20-3a16-4116-9d2a-d55ec9e8562f,Store MC2YC,retail sales heaven,5,0,,2024-11-02 14:50:09
1a71e666-43ab-4dac-8a2c-e392fef7a2c0,Matt Thompson,Love the app and the setup for receiving items as well as payment.,5,0,8.24.1,2024-11-02 14:45:32
c9a866d4-0599-4e8c-89dc-5c3d88997dd8,Kevin Saxbury,Fee$ for selling AND for buying. Ads just for browsing,1,0,8.24.1,2024-11-02 13:36:49
91c459ef-af52-4454-a94d-8b976110b695,April King (AK),"This app is awesome. You can find just about anything & most of the prices are reasonable. ETA For the real sellers, the app is still great. However, there are a bunch of new sellers offering scams. Be careful. Check the seller's profile. If they are asking you to purchase from another site, block them and report.",3,0,8.23.0,2024-11-02 13:24:27
e9483269-355a-4e43-bac1-6971ebdb30de,Carla Harris,I ordered a bag to send to a friend. I used her address and they promptly limited my account. I have sent message after message and cannot get an answer to how to fix it or even a message AT ALL!!!,1,1,8.24.1,2024-11-02 12:54:23
79e26cd1-2530-46ce-965f-60cc83e2f760,Dante Bolognese,thanks awesome app,5,0,8.23.0,2024-11-02 11:20:47
39c21656-32d4-4b5e-a624-35563bf7e268,sarita “s” sara,I use this app since 2015 and now with new fees I can't buy anything I'm waiting for new policies so I can buy like before and I don't have to worry about the lot of fees,1,1,7.30.0,2024-11-02 05:06:41
df674d33-a832-49f1-96fa-4cde53198a24,A Google user,just as advertised,5,0,8.23.0,2024-11-02 04:23:13
d1e0d38c-3f87-4b18-b3e1-7a29c699ff89,Cody Oehm,Took down all my listings and banned my account for no reason at all and no explanation. I have over 15000 sales on ebay in the past two years. I know how to use these platforms.,1,1,8.23.0,2024-11-02 02:52:09
5e357d49-2159-4936-8bd5-9a294b4e6d0e,Alysia Gossman (Leasha),Great experience,5,0,8.23.0,2024-11-02 02:25:05
a693c16d-06db-4c3b-b2ca-dd610b89f5b9,Mark Davis,"it's legit, too legit to quit. I will use it again soon, thank you! 😁☺️",5,0,8.23.0,2024-11-02 02:02:24
baaf6176-f088-407f-ba1e-40328b6771a3,Yee Leung,"Item as described, great seller, thank you very much!!!!",5,0,8.24.1,2024-11-02 01:43:12
523db76d-bf63-407e-82bb-3c03251861ea,Terry Williams,I absolutely love Mercari. I use Mercari almost exclusively for my buying needs.,5,0,8.24.1,2024-11-02 00:10:18
2acbfbd6-d514-4e06-9242-5c04bce89d04,Edward Debonis,great app,5,0,8.23.0,2024-11-01 23:33:06
53e8d427-a53d-46c8-8440-c05f25caa717,Carol Speer,Cannot contact anyone for assistance via phone or email since they updated on 10-29-24. Cannot download labels to ship.,1,1,8.24.1,2024-11-01 23:25:16
495d2dbf-885e-428d-ac8a-d89519030f6c,Shanika Peters,"Thank you Mercari, I love Juicy contour items!",5,0,8.23.0,2024-11-01 23:23:42
5bb104c4-11a2-4c6d-9090-75a810f0b194,John Fak,mercari deals with fraud very bad be careful,1,1,8.24.1,2024-11-01 21:34:29
423a0e58-a2d6-4dc0-af5f-53087bd1aba8,Susan Brittingham,Thank you for sending the lovely blouse. I look forward wearing it to work one day next week. I appreciate the quick shipping and great packaging.,5,0,8.23.0,2024-11-01 21:05:00
090b17da-d414-4860-bb6a-0eff6f2fe976,Andrea,I love Mercari,5,0,8.22.0,2024-11-01 19:55:05
99ea768e-d6bd-42dc-ad9f-1a3d4af61dbe,Naomi Elmhorst,awesome,5,0,8.23.0,2024-11-01 19:53:11
31bac4fe-5af5-4a4e-9691-1a52119ab964,David White,"I posted an item for sale ( a bow) that is already for sale on mercari. Lots of them. The account was terminated. I contacted them and told them the situation. If others can sell it, then why can't I. I got a generic auto response. You can tell me I broke a rule all day long, but when I see half a dozen for sale on mercari at the time I posted mine for sale, it does not make sense. Literally sold it an hour later on eBay, lol! Same rules for every seller mercari!!",1,0,8.23.0,2024-11-01 19:12:56
42781e7b-7477-4fd4-833f-87d4c7d4931d,Sean Malloy,"Refunds are in credit instead of actually returning your money, customer service is non-existent and the fees are absurd.",1,1,8.24.1,2024-11-01 18:54:35
4e136d78-a245-43fd-9ef5-f85a009d89ab,Chris Schaub,"GREAT FINDS , REASONABLE PRICING",5,0,8.24.1,2024-11-01 18:47:48
b8268d56-074e-4a86-94e7-0ebf66f01f14,Lucretia Schapansky,Love them just the shipping is out of line. Especially if u buy more than one item from someone. It cost for every item,5,0,8.9.0,2024-11-01 17:41:28
f5935156-87e3-4859-a91c-992cd73af93a,Claudine Xp,"My favorite Platform . Find Anything you could want. The app is great , glad it doesn't do those unnecessary updates like others . Only thing the app stopped working with PayPal. on the laptop it works fine.",5,0,8.21.0,2024-11-01 17:11:22
5efa7684-a8ae-40c8-a889-d51f1d1ed92e,Jennifer Sims,Super fast shipping. Items were exactly as described. Price was amazing compared to the MSRP.,5,0,8.23.0,2024-11-01 16:58:53
31b661c1-5f29-4bc5-8d15-042e804b4f44,Angelica Ortiz,"Lots of great thing, prices, and all",5,0,8.23.0,2024-11-01 16:35:12
b83fe967-eb2d-4bbf-abcc-e6496b25190a,Jennifer VanHorn,I just love Mercari,5,0,8.23.0,2024-11-01 16:32:57
6d12ca93-f824-4fe2-ba2a-9c492e0a4a2c,Adam Schlatter,"Fees are absolutely terrible for buyers, adding 10% to 25% more cost to your order. However it is nice to have as a backup to Ebay.",3,0,8.21.0,2024-11-01 15:07:43
508ea4ac-6c2b-4f4c-8cdf-dc8898bbb397,Emilio Rivera,"Fees are INSANE. New policy fees that are paid to Mercari as ""service"" AND ""Processing"" fees are ridiculous. I'd rather pay to the buyer. Plenty of things i want to buy i pass up simply due to MERCARIs mark up. Maybe just add a one time membership fee or 10$ annual thatll boost security and/or provide protections rather than blind charging at checkout that doesn't support buyer or seller.",1,0,8.24.1,2024-11-01 12:49:48
3912497b-9914-429f-a25b-c45a437b50cb,Tom Layton,fair pricing and quick response.,5,0,8.23.0,2024-11-01 12:36:05
796b86d6-31d6-491c-a8af-bcce66ea7bc2,Michael Cherry,great value,5,0,8.24.1,2024-11-01 11:47:50
54fbd2e4-2511-4fb7-8e93-f4902ecfdff2,Pepper Stems,"Site/app has become insane with the scammers. Can't find anything because you'll get your hopes up just for it to be a scam. Tip: if the seller just joined and has no reviews but they put something that's in the middle of expensive and cheap, it's a scam!",1,1,8.24.1,2024-11-01 08:01:12
ec9e347c-a352-41cc-8d09-8d470fc1fc11,Jen,"Support is not helping, was accused of something not in my control and they're making it seem like it's still my problem. Smh. Do better with your rating system. Also trying to download my shipping label and it won't even open. I can't even print it",1,2,8.23.0,2024-11-01 05:28:47
421e7a16-62a1-4237-8f73-b61f5d46244a,AllDayMaccin Shawty,❤️❤️❤️❤️,5,0,8.23.0,2024-11-01 04:42:08
da5b85e5-99dc-47f3-ae08-837e7a315057,Michael Harrah (Mikey),"I love this site. User friendly, quick turnover and a positive return on investment.",5,0,8.24.1,2024-11-01 03:28:55
65dde2c0-73d7-4c2d-bd28-b1d93bdd0e0d,Roxanne Segroves,"Great communication, ships earlier than expected, and item was in great condition for being used!",5,0,8.24.1,2024-11-01 02:19:53
70befba7-4a12-4cdc-8e2d-fa71dd9f364b,Spencer Littlejohn,"app sometimes is slow, drops off buttons for ratings or submissions. it needs some work. I am on a Samsung Z fold 4.",2,0,8.23.0,2024-11-01 02:06:24
724f81b4-9d7f-41cd-bd8b-ffca8cdbeb13,phyllis shademan,Great service. Wonderful business opportunities on Mercari. I have done a lot of business with my them. No problems. Very friendly.,5,0,8.22.0,2024-11-01 01:28:11
d5fd00d1-a9ad-4fca-b85d-0d39d93a9b01,ᴄʜɪᴇғ ɪᴄʏᴄʜɪʟʟ,"it's a cool place like Ebay, but better in my opinion, it doesn't feel like it's been handled by bots or people fake advertising stuff, would recommend checking it out highkey 💯",5,0,8.23.0,2024-10-31 23:22:50
73feac5f-b97b-4728-b357-ba737971ae77,Dave Danbara,Very Great shopping app. I will let other know about Mercari!!!,5,0,8.21.0,2024-10-31 23:22:13
278ab9d1-4bb5-46b0-b630-17739d3106a9,stephen davis,Great item and delivery.,5,0,8.21.0,2024-10-31 22:42:25
09917b5a-6ebb-44af-b9c7-df08aae54659,Dennis Hughes,Nice buy so far.,5,0,8.23.0,2024-10-31 22:12:07
98064d61-854c-4c91-8b59-d35e8d33eee0,Raymond Mc Millan,Good,5,0,8.23.0,2024-10-31 21:57:11
32c4efb1-1c43-4a53-b5da-0feb100c0afc,Towncity Inc,"Great prices, shipping is okay support is good ,those fees gotta go though.",4,0,8.21.0,2024-10-31 21:52:22
43450536-6ee6-4318-a0a1-1b15656c1095,Jessica C,great app...I probably use it too much 😁,5,0,8.23.0,2024-10-31 20:16:52
d0ea2366-da8b-42d9-912e-f5918bac84cc,Sherry Black,awesome!,5,0,8.23.0,2024-10-31 19:25:25
cb3ea55e-a8d3-4915-b293-0550f1235eb1,Shaun Grass,have to worry about sellers with no reviews. I got an Xbox X for $340+ tax and shipping. but overall good experience with that person. they had good reviews. if someone doesn't have reviews be cautious!,4,0,8.23.0,2024-10-31 18:49:54
da6a8add-65d1-4fb5-9c5f-381da4bbf08b,Eric Thompson,Great way to purchase stuff loving mecari,5,0,8.23.0,2024-10-31 17:50:54
4ca57584-555e-4734-a2ee-5ba0c33f8d26,Anonymous 1,"~SELLERS BEWARE--DO NOT TRUST YOUR ITEMS ON THIS PLATFORM~ Mercari has been letting scammers and bots run rampant lately, which is killing the platform. Buyers are able to initiate charge backs and make false delivery claims at their own freewill while Mercari allows it. The notion of seller protection is a lie, and you won't be covered as a seller for 99% of shipping/carrier issues. As a buyer though, you can claim so pretty outrageous stuff and Mercari will most likely side with you.",1,85,8.23.0,2024-10-31 16:59:21
150168b6-443f-42de-b96a-57e59ff366d8,Jose Mendoza,makes it fun to ship,5,0,8.23.0,2024-10-31 16:29:39
da2c7ab2-8783-4e95-a0a0-0a99aab3a87f,Michael Cortez,love it.,5,0,8.23.0,2024-10-31 15:10:46
dd1c37b3-8f77-4b29-8f84-237858cc64f3,DVC Minis,"I love Mercari, and I use it for both buying and selling. It's my favorite marketplace to shop. My big issue with them, though, is the removal of seller fees. As a seller, I didn't mind paying my fees it's how sellers' markets work. But as a buyer, I feel it is unfair that sellers fees were dumped into the our lap. Their are so many fees now that even something that is sold for $3.00 ends up being like $12-$14 and only $3 or so is actually shipping It's too much and I wish it would change back.",3,30,8.23.0,2024-10-31 14:27:12
6c4e0fc7-66f4-4505-8307-11fbc7d9d0ea,Justin Frank,"Gabage now, racing to the bottom. Wont refund me without some gps bs you can only get at post office when the manager is randomly there. F this app",1,1,8.23.0,2024-10-31 10:12:51
769ef55d-acf2-4429-ba73-b3b56e46db21,L F,awesome,5,0,8.23.0,2024-10-31 09:33:31
4ad0b779-5853-4152-b09b-2bc7033d632e,Lynn Bieniek,"mercari will not give you a refund for anything, so note this before you buy.",1,0,8.23.0,2024-10-31 09:29:38
c4f13097-3ed3-408a-ab68-7af6f298a6ac,Henry,I got scammed by buyers. The platform is full of scammers.,1,0,7.82.0,2024-10-31 08:21:35
de5bc76e-9fa8-4318-a17d-07bd1524cc74,Hayley ann Gutierrez,love selling and buying from there,4,0,8.24.1,2024-10-31 04:02:31
4bb0c7cd-5245-475b-97e6-5eac440bfc51,Ирина Селихова,"Deleting app.... this app, not buyer friendly fees are high. Many sellers keep their prices at the same level as eBay and amazon.",1,0,,2024-10-31 03:39:59
9c5301eb-f725-4cfd-8ddc-059e64caf330,Matthew Curtis,"Bought an item in ""good"" condition, arrived in poor condition. Reported to Mercari, and they said they would refund it. The problem is that they don't actually give you a refund. Instead, they give you app credit that expires within 30 days. So, if you don't find something else that you want instead, you just lose the money. Plus, the fees are ridiculous. Mercari guarantee is a scam. Would not recommend.",1,9,8.23.0,2024-10-31 02:19:10
b4815af1-60ac-4077-a925-c92f74087587,Mari Q,My grandson was very happy with this order. great description of item well packaged n fast delivery things id expect from any merchant.,5,0,8.21.0,2024-10-31 00:16:28
21f6e0e3-b96d-408a-a5ad-832096522150,Bree Woods,"it is a great app that helps make money. it may take u a little bit of time to start, but once I do it keeps coming! As long as u stay on top of it!",5,0,8.23.0,2024-10-30 22:54:48
96da4407-74fb-4ab0-96e2-9f36dcdfe513,Kay Alexander,"Buyer fees are soooo horrible now; so high. $5 item into a $9 item, plus shipping. Wish there was a dark option - all the white kills me! The search and filter options are really great. Super nice to narrow down what I'm looking for. The 'for you' section is a total joke because it never takes size into consideration ... Oh you were looking at Converse shoes, here's a whole bunch of suggestions in the wrong size! Same with shirts and pants, or whatever else I was looking at. OMG so annoying.",3,5,8.23.0,2024-10-30 22:38:13
8ee072b6-6e71-4109-ae9a-3efb6e85fe32,Important,Awesome most the time! My only concern is all the fake bags on there now. I wish they would hire me as an remote authenticator !,5,0,8.23.0,2024-10-30 22:06:54
e0f9f927-b7d5-4c9c-8700-7396978e8abb,Brandon Lewakowski,The worst app out there the customer service is horrible the sellers ship items whenever they want the tracking information is never correct and when they tell you can cancel you can't just ridiculous please don't use,1,0,8.23.0,2024-10-30 21:41:19
ff37709d-832e-4552-8209-865dac1f4bac,Marion Brown,"Great platform. Prices are reasonable and communication between parties is polite, respectful and amicable. LOVE this site!",5,0,8.23.0,2024-10-30 20:10:58
0bf369eb-b63d-45b7-8033-f6e86ad25695,Stephanie Miller,Very fast shipping. Shoes look just as promised.,5,0,,2024-10-30 20:09:30
d6fefacb-288b-4ca5-8a34-fb0215c16505,Robert Pierson,only one purchase but all went great!,5,0,8.23.0,2024-10-30 20:08:31
1069547c-fd24-4f00-b5d1-011563623f89,Donald Rull,"Unfortunately, as a buyer I've learned that Mercari doesn't have any system in place to effectively deal with fraudulent sellers. I've been disenfranchised by Mercari, and Mercari refuses to do anything. That's an earned one star experience. My last 4 transactions with Mercari have ended up being scam sellers. Mercari does nothing to make the platform safe. If you get scammed, you were warned.",1,3,8.23.0,2024-10-30 19:57:06
b78f80e4-6fcd-4461-b792-ffd5010f329d,John T Gream,so far mercari is looking good I hope to purchase a lot more items pertaining to my hobby needs.,5,0,8.23.0,2024-10-30 18:32:27
13b20619-677c-4252-89a1-c9a9a6d3234e,Lybni Cruz,I love that the mErcari staff are so on point with the purchase item being tracked and contacting the seller for you for updated info on the tracking.,5,0,8.23.0,2024-10-30 17:19:18
57409fc0-4a52-4258-8c22-d5d65c9b30e5,Tracy Nosal,I love the merchandise. Shipping takes a little longer than usual but is well worth the wait.,5,0,8.23.0,2024-10-30 16:35:36
159421d5-bb9e-42d0-88c9-02e3b8e8b6de,SRS,"""SCAM ALERT - AVOID THIS APP!"" This app is an absolute scam! I ordered a phone, but the seller sent me a cheap necklace instead. When I tried to report the seller and request a refund, there was NO WAY to get help. There’s no contact number, no support, and no way to report fraudulent sellers. Mercury's ""support"" team is completely unresponsive, and the ""report"" and ""return"" options are deactivated – it’s set up to look like a bug, but it’s actually intenti",1,0,8.23.0,2024-10-30 14:33:40
1f1755df-fc3c-4b88-bccf-b33d62e96970,Belle Cooper,Too many hoops to get through for assistance!,2,0,,2024-10-30 14:00:05
